user_id,country,signup_date,plan_type,primary_device,age,gender,is_active
1172,US,2021-03-12,Premium,Desktop,18,Other,0
1173,AU,2018-08-31,Standard,Smart TV,69,Other,1
1174,US,2022-07-04,Basic,Mobile,42,F,0
1175,UK,2020-02-02,Basic,Smart TV,50,F,1
1176,DE,2019-09-13,Basic,Mobile,66,F,0
1177,KR,2019-07-16,Standard,Desktop,67,F,1
1178,DE,2018-12-04,Basic,Desktop,34,M,1
1179,ES,2018-08-28,Standard,Desktop,77,M,1
1180,NL,2019-10-08,Basic,Smart TV,39,M,1
1181,US,2021-06-01,Standard,Smart TV,43,Other,0
1182,KR,2021-08-19,Standard,Desktop,19,F,1
1183,DE,2020-10-18,Standard,Desktop,54,Other,1
1184,KR,2019-08-14,Standard,Tablet,44,Other,1
1185,ES,2020-06-14,Basic,Mobile,45,Other,0
1186,ES,2019-04-07,Basic,Desktop,26,M,1
1187,ES,2019-08-12,Premium,Tablet,43,M,1
1188,JP,2018-12-07,Basic,Mobile,47,F,0
1189,KR,2018-09-19,Basic,Mobile,24,Other,1
1190,CA,2022-05-15,Basic,Smart TV,75,F,1
1191,NL,2018-11-18,Standard,Smart TV,60,Other,1
1192,KR,2019-10-20,Standard,Tablet,37,M,1
1193,KR,2021-04-11,Standard,Smart TV,60,M,1
1194,ES,2021-12-30,Basic,Desktop,30,Other,1
1195,CA,2019-11-03,Standard,Mobile,73,M,1
1196,ES,2018-04-23,Basic,Mobile,62,F,1
1197,UK,2021-05-12,Standard,Desktop,74,F,1
1198,CA,2019-07-06,Basic,Tablet,43,F,1
1199,IT,2022-05-01,Standard,Desktop,53,M,1
1200,CA,2022-09-03,Basic,Tablet,54,Other,1
1201,JP,2022-07-09,Standard,Smart TV,49,F,1
1202,JP,2022-10-02,Basic,Mobile,58,M,1
1203,AU,2020-09-27,Premium,Mobile,44,M,1
1204,AU,2018-09-13,Basic,Desktop,26,M,0
1205,FR,2021-11-10,Basic,Smart TV,70,M,1
1206,CA,2020-11-16,Premium,Smart TV,24,F,1
1207,IT,2022-06-15,Standard,Desktop,41,M,0
1208,AU,2019-08-08,Standard,Smart TV,56,Other,1
1209,ES,2018-05-09,Basic,Mobile,72,Other,1
1210,NL,2019-09-19,Standard,Smart TV,57,Other,1
1211,CA,2019-04-09,Premium,Mobile,28,Other,1
1212,UK,2021-03-02,Standard,Desktop,77,M,1
1213,DE,2019-08-23,Standard,Desktop,27,Other,0
1214,CA,2020-09-08,Premium,Desktop,36,Other,1
1215,NL,2022-07-15,Premium,Mobile,55,M,0
1216,NL,2019-03-06,Basic,Tablet,64,Other,0
1217,NL,2022-06-14,Standard,Tablet,22,Other,0
1218,JP,2021-04-18,Premium,Mobile,20,M,1
1219,AU,2018-04-09,Premium,Tablet,77,M,1
1220,US,2021-03-28,Premium,Smart TV,59,M,0
1221,UK,2018-07-14,Premium,Desktop,53,F,0
1222,KR,2018-12-15,Standard,Desktop,51,Other,1
1223,AU,2020-11-19,Standard,Desktop,63,F,0
1224,AU,2018-12-16,Standard,Desktop,58,Other,0
1225,JP,2021-12-25,Standard,Smart TV,30,Other,0
1226,IT,2018-04-16,Basic,Mobile,72,Other,1
1227,CA,2021-04-10,Premium,Mobile,33,F,1
1228,AU,2020-12-19,Basic,Desktop,26,F,1
1229,ES,2018-01-30,Premium,Tablet,49,F,1
1230,UK,2022-07-19,Standard,Smart TV,70,F,1
1231,IT,2022-04-07,Premium,Desktop,29,M,1
1232,FR,2019-01-09,Premium,Mobile,42,Other,1
1233,ES,2020-10-26,Standard,Mobile,26,Other,1
1234,JP,2019-05-19,Standard,Mobile,51,F,1
1235,US,2021-03-26,Basic,Smart TV,29,F,0
1236,JP,2020-08-16,Basic,Tablet,56,M,1
1237,NL,2021-02-21,Standard,Smart TV,44,F,1
1238,KR,2018-07-03,Premium,Tablet,80,Other,1
1239,US,2022-03-18,Premium,Desktop,17,Other,1
1240,FR,2019-10-15,Basic,Desktop,18,Other,1
1241,UK,2022-03-05,Basic,Smart TV,26,M,0
1242,AU,2019-05-25,Basic,Desktop,55,M,1
1243,ES,2021-08-16,Standard,Mobile,47,Other,1
1244,US,2020-05-23,Premium,Mobile,57,Other,1
1245,UK,2022-06-22,Premium,Mobile,21,F,1
1246,US,2019-11-03,Basic,Tablet,43,Other,1
1247,FR,2020-08-02,Standard,Mobile,59,Other,1
1248,AU,2022-06-17,Standard,Smart TV,64,F,1
1249,CA,2018-10-14,Basic,Smart TV,60,Other,0
1250,JP,2022-01-15,Standard,Smart TV,42,F,1
1251,JP,2019-05-11,Basic,Mobile,58,Other,1
1252,NL,2019-10-21,Basic,Tablet,53,F,1
1253,FR,2021-09-25,Basic,Tablet,65,F,1
1254,JP,2019-05-06,Standard,Smart TV,61,F,1
1255,UK,2022-06-06,Basic,Desktop,53,M,1
1256,KR,2020-03-15,Premium,Mobile,33,Other,1
1257,CA,2019-05-07,Standard,Smart TV,74,M,1
1258,IT,2022-10-18,Premium,Desktop,64,F,1
1259,ES,2018-01-10,Basic,Tablet,38,Other,1
1260,NL,2018-06-18,Standard,Tablet,24,Other,0
1261,NL,2021-10-30,Basic,Mobile,29,Other,1
1262,CA,2021-11-27,Standard,Smart TV,58,Other,1
1263,KR,2022-11-22,Standard,Desktop,49,M,1
1264,UK,2020-02-04,Basic,Smart TV,16,M,0
1265,FR,2020-10-01,Basic,Tablet,34,F,1
1266,FR,2020-05-09,Standard,Smart TV,29,F,1
1267,DE,2021-07-21,Premium,Tablet,74,M,1
1268,JP,2020-12-19,Basic,Tablet,43,M,1
1269,NL,2021-03-24,Premium,Mobile,69,F,1
1270,DE,2020-04-03,Premium,Mobile,38,M,1
1271,AU,2020-11-01,Standard,Desktop,50,F,0
1272,ES,2022-03-26,Basic,Smart TV,58,Other,1
1273,CA,2022-03-14,Basic,Desktop,31,F,1
1274,FR,2019-06-29,Basic,Desktop,31,M,0
1275,NL,2022-04-01,Standard,Mobile,41,F,1
1276,JP,2019-03-03,Premium,Mobile,80,F,1
1277,AU,2019-02-25,Standard,Desktop,61,Other,1
1278,FR,2019-04-01,Basic,Desktop,52,F,1
1279,US,2020-07-09,Standard,Mobile,45,Other,1
1280,JP,2018-01-18,Basic,Mobile,60,M,0
1281,KR,2020-11-15,Standard,Mobile,39,Other,0
1282,NL,2018-09-19,Basic,Tablet,49,M,1
1283,DE,2018-03-22,Basic,Smart TV,45,M,1
1284,US,2021-06-05,Premium,Tablet,73,F,1
1285,US,2018-10-02,Standard,Tablet,24,M,1
1286,CA,2018-04-26,Premium,Tablet,28,Other,1
1287,IT,2019-03-17,Standard,Tablet,46,Other,1
1288,UK,2021-08-10,Basic,Desktop,55,M,1
1289,IT,2021-07-23,Basic,Tablet,75,M,1
1290,AU,2021-04-17,Standard,Smart TV,65,F,1
1291,JP,2022-11-08,Standard,Smart TV,39,M,1
1292,UK,2020-02-04,Standard,Tablet,34,M,1
1293,US,2019-08-17,Standard,Smart TV,38,F,0
1294,UK,2018-07-24,Premium,Mobile,20,M,1
1295,NL,2019-09-18,Premium,Desktop,28,Other,1
1296,FR,2020-02-21,Basic,Desktop,17,M,0
1297,NL,2021-01-23,Standard,Smart TV,23,M,1
1298,US,2022-05-15,Basic,Tablet,46,F,0
1299,NL,2022-07-02,Premium,Smart TV,24,Other,1
1300,FR,2020-01-09,Standard,Mobile,17,F,1
1301,CA,2020-08-10,Premium,Tablet,19,M,1
1302,CA,2018-07-16,Basic,Smart TV,58,Other,0
1303,US,2018-01-26,Standard,Smart TV,75,M,1
1304,US,2019-01-24,Premium,Desktop,37,M,1
1305,UK,2018-07-11,Basic,Desktop,21,Other,1
1306,CA,2020-11-09,Basic,Desktop,79,M,1
1307,UK,2019-01-16,Basic,Tablet,56,Other,0
1308,DE,2022-05-04,Premium,Desktop,30,F,1
1309,JP,2018-08-16,Basic,Mobile,76,M,1
1310,DE,2020-07-20,Standard,Smart TV,68,M,1
1311,FR,2018-10-24,Standard,Tablet,32,M,0
1312,IT,2020-01-09,Basic,Desktop,17,M,0
1313,IT,2019-12-03,Basic,Tablet,26,M,0
1314,KR,2022-02-09,Premium,Mobile,50,F,1
1315,CA,2022-02-28,Standard,Smart TV,64,Other,1
1316,FR,2018-02-16,Premium,Smart TV,69,Other,1
1317,ES,2021-07-05,Standard,Mobile,44,M,1
1318,NL,2020-08-21,Basic,Desktop,54,Other,1
1319,US,2021-02-15,Premium,Smart TV,50,F,1
1320,ES,2022-08-22,Premium,Tablet,30,F,1
1321,IT,2018-03-17,Basic,Mobile,30,F,0
1322,JP,2021-01-04,Basic,Smart TV,71,Other,1
1323,NL,2022-12-09,Premium,Tablet,68,F,1
1324,AU,2020-09-07,Standard,Desktop,32,M,0
1325,NL,2020-08-07,Basic,Mobile,80,Other,1
1326,DE,2019-07-06,Standard,Tablet,19,Other,1
1327,FR,2022-03-15,Standard,Mobile,30,Other,1
1328,CA,2018-03-08,Standard,Smart TV,26,F,1
1329,US,2019-09-08,Basic,Desktop,41,F,1
1330,KR,2021-05-30,Basic,Smart TV,57,M,1
1331,AU,2019-07-25,Standard,Desktop,50,F,1
1332,AU,2018-03-22,Basic,Mobile,44,Other,1
1333,NL,2020-12-16,Standard,Tablet,71,M,1
1334,US,2018-10-31,Basic,Mobile,37,M,1
1335,CA,2022-03-03,Premium,Smart TV,17,F,1
1336,US,2019-11-05,Basic,Smart TV,16,M,1
1337,US,2018-02-12,Premium,Desktop,47,F,1
1338,NL,2022-03-04,Standard,Smart TV,30,Other,0
1339,US,2018-01-10,Premium,Mobile,31,F,0
1340,NL,2018-09-01,Basic,Mobile,27,F,0
1341,KR,2021-03-08,Basic,Smart TV,33,Other,1
1342,FR,2020-10-09,Standard,Desktop,21,F,1
1343,AU,2018-01-19,Premium,Tablet,54,Other,1
1344,UK,2022-09-22,Premium,Desktop,77,F,1
1345,FR,2020-03-06,Basic,Mobile,18,Other,1
1346,JP,2022-07-30,Premium,Tablet,44,M,1
1347,UK,2020-06-08,Basic,Smart TV,73,M,0
1348,AU,2018-07-16,Basic,Tablet,27,Other,1
1349,AU,2021-05-22,Premium,Tablet,49,F,1
1350,IT,2020-10-23,Premium,Tablet,35,M,1
1351,KR,2019-01-23,Standard,Mobile,24,F,1
1352,ES,2019-02-21,Basic,Tablet,68,F,1
1353,CA,2018-03-03,Standard,Desktop,48,F,0
1354,DE,2021-04-06,Standard,Desktop,72,M,0
1355,US,2022-01-06,Basic,Mobile,33,F,0
1356,KR,2022-12-10,Premium,Mobile,33,Other,1
1357,AU,2022-04-26,Basic,Smart TV,33,Other,1
1358,AU,2019-04-01,Standard,Tablet,16,M,1
1359,NL,2022-12-30,Basic,Mobile,60,Other,0
1360,UK,2022-12-23,Standard,Tablet,57,M,1
1361,FR,2020-08-15,Standard,Smart TV,68,F,1
1362,FR,2018-11-24,Standard,Desktop,18,M,1
1363,UK,2019-08-27,Basic,Mobile,33,Other,1
1364,ES,2021-12-07,Basic,Mobile,69,M,1
1365,IT,2021-07-10,Premium,Tablet,60,Other,1
1366,DE,2018-02-06,Premium,Desktop,30,M,1
1367,CA,2018-05-05,Premium,Smart TV,44,M,1
1368,NL,2019-06-26,Standard,Mobile,22,M,1
1369,AU,2018-09-19,Basic,Smart TV,74,M,1
1370,UK,2018-03-02,Premium,Smart TV,41,M,1
1371,KR,2021-03-08,Standard,Mobile,60,M,1
1372,US,2018-09-14,Premium,Tablet,63,M,1
1373,NL,2020-10-16,Standard,Tablet,44,Other,1
1374,DE,2022-03-25,Standard,Desktop,21,F,1
1375,IT,2021-09-03,Basic,Desktop,69,M,1
1376,KR,2022-10-12,Standard,Desktop,19,M,1
1377,UK,2021-06-27,Standard,Smart TV,16,F,1
1378,KR,2020-10-19,Basic,Tablet,78,M,1
1379,FR,2019-06-16,Standard,Desktop,26,F,1
1380,AU,2020-04-19,Basic,Smart TV,56,M,1
1381,KR,2022-03-15,Basic,Desktop,39,F,1
1382,US,2020-07-16,Premium,Desktop,69,Other,1
1383,NL,2022-07-16,Standard,Desktop,35,M,1
1384,UK,2019-07-20,Premium,Desktop,68,Other,1
1385,AU,2020-06-24,Standard,Tablet,76,F,1
1386,UK,2022-08-27,Premium,Smart TV,23,Other,1
1387,ES,2019-03-02,Basic,Mobile,68,M,1
1388,AU,2022-07-10,Standard,Desktop,54,M,1
1389,FR,2018-09-15,Standard,Tablet,42,F,1
1390,DE,2018-04-20,Premium,Desktop,64,Other,0
1391,UK,2018-11-09,Basic,Mobile,59,Other,1
1392,DE,2020-06-05,Premium,Tablet,36,F,1
1393,JP,2019-06-10,Basic,Mobile,67,Other,1
1394,DE,2021-11-16,Standard,Mobile,31,M,1
1395,JP,2021-10-05,Standard,Smart TV,26,Other,1
1396,CA,2018-10-28,Basic,Mobile,70,M,1
1397,FR,2019-09-21,Standard,Tablet,80,Other,1
1398,IT,2022-07-10,Premium,Mobile,51,Other,1
1399,NL,2022-06-30,Premium,Mobile,67,F,0
1400,US,2019-06-16,Standard,Mobile,28,M,1
1401,UK,2019-01-08,Basic,Tablet,55,M,0
1402,DE,2021-09-06,Basic,Smart TV,47,M,1
1403,NL,2018-08-31,Basic,Tablet,70,M,1
1404,FR,2022-08-15,Standard,Smart TV,28,Other,1
1405,KR,2022-02-04,Premium,Desktop,22,M,1
1406,IT,2019-02-19,Basic,Smart TV,29,Other,0
1407,AU,2020-07-03,Premium,Mobile,26,M,1
1408,DE,2022-07-12,Basic,Mobile,42,F,1
1409,UK,2020-08-30,Basic,Mobile,79,Other,1
1410,JP,2018-07-22,Standard,Desktop,21,Other,1
1411,KR,2018-08-03,Standard,Smart TV,61,Other,1
1412,JP,2022-01-04,Basic,Tablet,28,Other,0
1413,DE,2021-08-20,Premium,Desktop,58,F,1
1414,KR,2018-01-20,Basic,Mobile,42,F,1
1415,FR,2019-11-29,Standard,Smart TV,31,M,1
1416,IT,2020-08-25,Premium,Desktop,16,F,1
1417,CA,2018-10-09,Premium,Mobile,45,F,0
1418,NL,2018-08-18,Basic,Desktop,19,Other,1
1419,AU,2021-11-14,Basic,Desktop,35,M,0
1420,KR,2019-02-20,Premium,Desktop,48,F,1
1421,UK,2020-10-01,Premium,Smart TV,78,F,1
1422,FR,2022-09-12,Basic,Desktop,69,Other,1
1423,UK,2022-11-04,Basic,Smart TV,52,Other,1
1424,KR,2018-01-31,Premium,Tablet,61,F,1
1425,AU,2022-11-11,Basic,Mobile,37,Other,1
1426,KR,2019-06-11,Standard,Smart TV,33,M,1
1427,NL,2022-11-30,Basic,Smart TV,31,F,0
1428,US,2021-04-13,Standard,Desktop,61,F,1
1429,NL,2019-06-16,Premium,Desktop,18,F,1
1430,CA,2022-06-29,Premium,Tablet,24,F,1
1431,UK,2021-06-23,Basic,Tablet,34,M,1
1432,US,2019-10-22,Premium,Mobile,68,F,1
1433,IT,2022-08-14,Standard,Mobile,16,F,1
1434,FR,2018-01-20,Basic,Tablet,21,Other,1
1435,DE,2020-12-06,Basic,Tablet,43,Other,1
1436,UK,2022-03-13,Premium,Smart TV,33,F,1
1437,DE,2021-01-14,Premium,Mobile,44,M,1
1438,DE,2018-01-21,Basic,Desktop,25,M,1
1439,FR,2019-10-10,Basic,Smart TV,28,F,0
1440,NL,2018-05-26,Standard,Tablet,65,Other,1
1441,NL,2019-08-19,Premium,Smart TV,45,Other,1
1442,JP,2022-11-13,Standard,Smart TV,55,Other,1
1443,UK,2018-07-05,Basic,Tablet,18,M,1
1444,DE,2022-12-09,Standard,Desktop,49,M,0
1445,AU,2020-10-01,Premium,Desktop,31,F,1
1446,FR,2020-08-25,Premium,Tablet,57,Other,1
1447,UK,2022-04-16,Basic,Mobile,73,F,0
1448,UK,2019-11-06,Basic,Smart TV,63,Other,0
1449,AU,2020-10-16,Basic,Tablet,62,F,1
1450,NL,2018-11-13,Premium,Mobile,75,M,1
1451,NL,2019-04-11,Basic,Smart TV,53,F,0
1452,ES,2020-06-10,Standard,Desktop,75,F,1
1453,US,2018-10-17,Standard,Mobile,72,M,1
1454,CA,2018-02-25,Basic,Mobile,80,F,1
1455,ES,2018-09-08,Standard,Tablet,77,Other,1
1456,FR,2021-08-06,Standard,Mobile,43,M,1
1457,ES,2020-09-23,Standard,Smart TV,18,M,1
1458,CA,2022-12-25,Standard,Mobile,54,Other,1
1459,ES,2022-09-30,Premium,Desktop,39,F,1
1460,IT,2018-04-13,Premium,Smart TV,58,F,1
1461,NL,2022-04-28,Premium,Desktop,34,F,1
1462,AU,2019-01-16,Premium,Tablet,21,F,1
1463,NL,2020-05-03,Standard,Smart TV,17,F,1
1464,NL,2021-08-29,Premium,Smart TV,34,F,0
1465,FR,2018-05-19,Standard,Smart TV,67,F,1
1466,IT,2020-05-05,Standard,Smart TV,43,Other,1
1467,AU,2020-06-02,Standard,Mobile,68,Other,1
1468,US,2021-11-22,Standard,Desktop,45,M,1
1469,ES,2018-04-28,Standard,Smart TV,49,M,1
1470,US,2019-12-12,Premium,Smart TV,76,M,1
1471,NL,2021-03-29,Premium,Mobile,57,Other,1
1472,CA,2022-10-15,Standard,Tablet,17,F,1
1473,KR,2019-01-28,Premium,Tablet,68,F,0
1474,CA,2018-04-29,Premium,Desktop,79,Other,0
1475,ES,2019-11-26,Standard,Smart TV,71,M,1
1476,US,2021-04-16,Basic,Tablet,34,M,1
1477,FR,2020-09-03,Standard,Smart TV,74,Other,1
1478,IT,2019-02-27,Basic,Smart TV,38,Other,0
1479,CA,2018-10-29,Basic,Mobile,25,F,1
1480,ES,2022-08-28,Premium,Desktop,70,Other,0
1481,CA,2018-09-05,Basic,Desktop,37,M,0
1482,DE,2022-05-16,Basic,Tablet,30,F,0
1483,AU,2019-07-04,Standard,Smart TV,20,F,1
1484,UK,2018-12-26,Standard,Mobile,42,Other,1
1485,IT,2022-10-21,Basic,Mobile,39,Other,1
1486,JP,2020-04-26,Premium,Mobile,28,F,1
1487,KR,2019-01-13,Standard,Tablet,79,M,0
1488,NL,2018-05-05,Premium,Mobile,25,F,1
1489,US,2020-08-09,Basic,Mobile,67,M,1
1490,US,2020-07-01,Standard,Mobile,20,F,1
1491,FR,2021-04-09,Basic,Smart TV,68,F,0
1492,DE,2019-01-11,Standard,Desktop,44,M,1
1493,CA,2022-11-03,Basic,Tablet,72,F,1
1494,AU,2019-05-10,Basic,Smart TV,20,Other,1
1495,ES,2020-03-25,Standard,Mobile,36,F,1
1496,JP,2021-06-15,Premium,Tablet,29,Other,0
1497,FR,2021-05-21,Premium,Smart TV,32,F,1
1498,IT,2021-12-06,Standard,Smart TV,27,M,0
1499,UK,2021-03-18,Standard,Smart TV,60,Other,1
1500,DE,2018-04-08,Premium,Desktop,23,M,1
1501,NL,2022-08-28,Premium,Desktop,73,F,0
1502,ES,2021-08-15,Basic,Desktop,37,Other,1
1503,DE,2021-08-12,Standard,Smart TV,78,F,1
1504,KR,2021-06-30,Premium,Tablet,18,F,0
1505,US,2022-01-20,Premium,Desktop,54,M,1
1506,CA,2020-05-07,Standard,Desktop,18,M,1
1507,AU,2018-04-02,Basic,Mobile,37,Other,1
1508,IT,2018-04-06,Basic,Mobile,63,F,1
1509,FR,2022-12-12,Premium,Mobile,51,F,1
1510,JP,2021-01-15,Basic,Smart TV,38,M,1
1511,FR,2019-12-15,Basic,Smart TV,38,M,1
1512,FR,2018-12-10,Standard,Mobile,21,M,1
1513,ES,2022-07-17,Premium,Tablet,60,M,0
1514,JP,2018-08-21,Premium,Smart TV,59,F,1
1515,KR,2019-11-04,Basic,Smart TV,67,Other,1
1516,AU,2020-10-29,Premium,Tablet,42,Other,0
1517,FR,2019-02-01,Basic,Smart TV,53,M,1
1518,IT,2020-03-18,Premium,Desktop,32,M,1
1519,AU,2022-07-21,Basic,Tablet,45,M,1
1520,DE,2018-09-16,Standard,Mobile,36,Other,0
1521,CA,2018-04-28,Standard,Desktop,56,Other,0
1522,JP,2021-05-16,Basic,Mobile,31,M,1
1523,CA,2019-05-13,Standard,Smart TV,25,F,1
1524,DE,2020-07-30,Premium,Tablet,51,M,0
1525,US,2018-05-15,Standard,Smart TV,50,Other,1
1526,JP,2018-07-10,Basic,Desktop,59,Other,0
1527,UK,2022-06-20,Premium,Smart TV,39,F,1
1528,UK,2020-07-03,Premium,Smart TV,28,F,1
1529,FR,2020-02-02,Premium,Desktop,32,F,1
1530,DE,2022-10-17,Standard,Tablet,35,Other,1
1531,AU,2022-10-14,Premium,Desktop,48,F,1
1532,IT,2018-07-30,Premium,Mobile,70,M,1
1533,FR,2020-07-07,Basic,Mobile,36,Other,1
1534,AU,2022-02-28,Standard,Tablet,33,F,1
1535,FR,2018-05-06,Basic,Mobile,24,F,0
1536,FR,2021-11-16,Standard,Tablet,17,F,1
1537,DE,2018-07-12,Basic,Smart TV,28,Other,1
1538,UK,2021-08-03,Standard,Smart TV,22,Other,0
1539,CA,2022-10-10,Standard,Desktop,33,F,1
1540,JP,2020-08-12,Basic,Tablet,48,M,0
1541,UK,2018-11-11,Premium,Smart TV,48,Other,1
1542,KR,2022-06-23,Standard,Mobile,39,Other,1
1543,DE,2018-01-16,Premium,Desktop,79,M,0
1544,CA,2020-06-02,Premium,Desktop,41,M,1
1545,FR,2022-12-09,Basic,Desktop,61,M,1
1546,JP,2020-01-04,Basic,Smart TV,59,F,1
1547,AU,2022-01-07,Premium,Tablet,71,F,1
1548,AU,2018-04-28,Standard,Tablet,40,Other,1
1549,IT,2021-01-13,Standard,Desktop,77,M,1
1550,IT,2020-04-08,Basic,Tablet,66,F,1
1551,KR,2018-09-14,Premium,Smart TV,62,F,1
1552,KR,2019-03-20,Standard,Tablet,26,Other,1
1553,IT,2020-03-13,Premium,Smart TV,38,M,1
1554,ES,2022-11-16,Basic,Mobile,39,F,1
1555,KR,2022-02-02,Premium,Desktop,37,F,1
1556,IT,2020-07-04,Premium,Desktop,40,Other,1
1557,DE,2022-04-07,Basic,Mobile,27,M,1
1558,IT,2022-06-12,Basic,Tablet,27,F,1
1559,JP,2021-03-12,Basic,Mobile,17,Other,1
1560,KR,2021-12-09,Standard,Desktop,37,Other,1
1561,US,2020-06-27,Basic,Desktop,67,M,1
1562,ES,2019-06-22,Basic,Tablet,71,M,1
1563,UK,2019-01-15,Standard,Tablet,21,M,1
1564,FR,2022-01-08,Premium,Mobile,22,Other,1
1565,UK,2022-04-07,Premium,Smart TV,47,F,0
1566,FR,2022-04-12,Premium,Smart TV,33,M,1
1567,CA,2019-09-03,Basic,Mobile,44,F,1
1568,US,2022-10-12,Premium,Mobile,69,M,1
1569,IT,2020-12-19,Standard,Desktop,20,F,0
1570,DE,2020-03-30,Standard,Mobile,69,M,1
1571,NL,2020-08-28,Basic,Desktop,52,M,1
1572,AU,2021-12-22,Premium,Tablet,17,M,0
1573,ES,2021-03-18,Basic,Desktop,38,M,1
1574,NL,2019-07-10,Basic,Desktop,70,Other,1
1575,FR,2018-10-28,Premium,Mobile,42,M,1
1576,NL,2022-05-30,Basic,Mobile,49,F,1
1577,UK,2021-12-30,Standard,Tablet,33,M,1
1578,UK,2022-01-05,Standard,Tablet,51,F,1
1579,FR,2018-08-27,Standard,Smart TV,75,F,1
1580,NL,2021-09-10,Premium,Tablet,77,F,1
1581,US,2022-03-21,Standard,Smart TV,48,Other,1
1582,IT,2019-08-22,Premium,Mobile,51,F,1
1583,UK,2022-07-15,Standard,Tablet,59,M,1
1584,AU,2020-11-13,Standard,Mobile,27,F,1
1585,JP,2021-06-23,Premium,Smart TV,38,F,1
1586,IT,2021-11-29,Basic,Smart TV,52,Other,0
1587,CA,2019-03-25,Standard,Tablet,50,M,1
1588,CA,2022-04-24,Basic,Smart TV,50,F,1
1589,ES,2020-05-27,Basic,Desktop,48,F,1
1590,US,2021-03-13,Basic,Tablet,53,Other,1
1591,FR,2020-01-28,Standard,Smart TV,69,Other,1
1592,US,2021-03-08,Standard,Desktop,38,M,1
1593,NL,2020-11-22,Premium,Tablet,24,Other,0
1594,US,2018-01-25,Premium,Tablet,45,Other,1
1595,ES,2022-11-26,Premium,Tablet,77,Other,0
1596,IT,2019-07-03,Basic,Desktop,51,M,1
1597,JP,2019-10-20,Premium,Mobile,20,Other,1
1598,FR,2022-05-19,Standard,Mobile,49,Other,1
1599,US,2020-05-25,Standard,Desktop,68,Other,1
1600,DE,2018-07-12,Basic,Desktop,80,Other,1
1601,DE,2019-06-21,Basic,Desktop,22,F,0
1602,NL,2022-01-30,Basic,Desktop,60,F,0
1603,NL,2019-06-10,Standard,Smart TV,65,M,1
1604,AU,2020-04-07,Basic,Tablet,54,Other,0
1605,AU,2018-06-28,Standard,Mobile,23,M,0
1606,CA,2020-07-16,Premium,Smart TV,30,M,1
1607,AU,2022-05-11,Standard,Tablet,21,Other,1
1608,KR,2020-07-19,Premium,Desktop,18,F,1
1609,ES,2019-04-29,Standard,Desktop,20,F,1
1610,FR,2018-03-16,Premium,Smart TV,72,F,1
1611,JP,2020-05-20,Premium,Smart TV,43,M,1
1612,CA,2020-03-22,Premium,Desktop,43,M,1
1613,NL,2022-08-02,Standard,Mobile,33,M,1
1614,IT,2022-02-14,Standard,Desktop,76,Other,1
1615,DE,2021-08-08,Basic,Mobile,73,Other,1
1616,AU,2021-08-18,Standard,Tablet,43,Other,1
1617,ES,2022-04-06,Premium,Mobile,65,F,0
1618,FR,2022-03-19,Premium,Desktop,42,F,0
1619,IT,2021-10-24,Premium,Desktop,67,M,0
1620,ES,2022-02-28,Premium,Tablet,18,Other,1
1621,DE,2021-07-28,Premium,Smart TV,33,M,1
1622,CA,2021-11-23,Basic,Tablet,70,Other,1
1623,UK,2022-04-16,Premium,Desktop,72,M,1
1624,NL,2020-04-13,Basic,Smart TV,23,M,1
1625,IT,2020-04-03,Premium,Mobile,76,M,0
1626,JP,2022-07-17,Premium,Smart TV,26,Other,1
1627,AU,2021-03-06,Basic,Desktop,31,Other,1
1628,NL,2018-11-12,Premium,Tablet,42,M,1
1629,UK,2020-08-07,Standard,Mobile,70,F,1
1630,DE,2021-06-04,Basic,Desktop,53,M,0
1631,FR,2018-03-03,Premium,Smart TV,27,Other,0
1632,FR,2022-04-29,Standard,Tablet,18,M,0
1633,ES,2019-08-02,Premium,Desktop,73,M,1
1634,JP,2020-02-19,Basic,Mobile,59,Other,1
1635,FR,2020-06-18,Basic,Tablet,49,Other,1
1636,IT,2020-12-22,Standard,Smart TV,51,Other,1
1637,FR,2022-05-30,Basic,Smart TV,25,F,1
1638,AU,2022-01-24,Basic,Desktop,76,Other,1
1639,US,2022-10-28,Standard,Desktop,50,Other,0
1640,KR,2019-03-31,Basic,Tablet,22,M,1
1641,KR,2020-02-17,Standard,Smart TV,27,F,1
1642,FR,2018-01-04,Standard,Mobile,30,F,0
1643,JP,2018-04-22,Basic,Desktop,54,M,1
1644,US,2020-07-02,Basic,Mobile,20,Other,1
1645,UK,2021-08-04,Standard,Smart TV,67,M,1
1646,IT,2020-12-18,Premium,Desktop,38,Other,1
1647,DE,2022-11-18,Standard,Tablet,19,Other,1
1648,US,2022-10-09,Standard,Smart TV,80,Other,1
1649,ES,2021-04-01,Premium,Smart TV,75,Other,0
1650,UK,2019-07-19,Basic,Desktop,16,F,0
1651,KR,2021-04-28,Basic,Desktop,30,M,0
1652,CA,2022-06-27,Standard,Desktop,32,M,0
1653,US,2021-02-15,Premium,Smart TV,18,M,1
1654,UK,2021-07-03,Standard,Mobile,38,F,1
1655,KR,2019-02-03,Standard,Tablet,50,M,0
1656,JP,2019-10-30,Standard,Smart TV,48,F,1
1657,KR,2020-12-04,Standard,Mobile,26,M,0
1658,DE,2018-01-23,Premium,Smart TV,54,M,1
1659,ES,2021-09-08,Basic,Desktop,18,Other,1
1660,IT,2018-07-04,Basic,Desktop,62,M,1
1661,IT,2018-01-19,Premium,Tablet,73,F,1
