view_id,user_id,title_id,start_time,watch_duration_min,completed,rewatch_flag,device,country
3662,405,1893,2022-08-25 22:18:00,159,1,0,Mobile,KR
3663,663,463,2023-05-21 04:34:00,39,0,0,Smart TV,JP
3664,3371,1188,2022-05-15 23:19:00,164,1,0,Smart TV,CA
3665,4474,1721,2020-10-29 13:35:00,62,1,1,Mobile,UK
3666,1955,1124,2020-01-29 22:01:00,180,1,0,Smart TV,FR
3667,2046,1152,2021-02-08 07:58:00,116,1,0,Desktop,IT
3668,1628,1934,2023-12-10 12:04:00,81,0,1,Mobile,NL
3669,2326,1022,2023-10-10 13:04:00,160,1,1,Tablet,US
3670,2989,1821,2022-05-11 02:57:00,176,1,0,Tablet,ES
3671,4391,221,2022-10-31 03:41:00,24,1,0,Mobile,FR
3672,3261,1433,2023-06-02 19:18:00,174,1,0,Smart TV,AU
3673,4740,378,2020-12-02 07:04:00,163,0,0,Desktop,IT
3674,4134,1187,2023-12-29 10:45:00,178,1,0,Smart TV,ES
3675,1206,86,2020-05-11 01:43:00,148,1,1,Mobile,CA
3676,59,985,2020-11-20 07:09:00,41,1,1,Desktop,CA
3677,2458,1517,2022-06-19 16:15:00,13,1,0,Mobile,JP
3678,2532,548,2020-09-10 00:32:00,142,1,0,Smart TV,NL
3679,2516,1560,2021-07-05 08:09:00,91,0,0,Smart TV,IT
3680,3980,598,2020-10-10 08:38:00,81,0,0,Mobile,NL
3681,4063,1027,2021-11-10 17:16:00,126,0,0,Desktop,DE
3682,355,319,2021-03-16 18:08:00,134,1,0,Smart TV,ES
3683,669,114,2023-05-19 02:23:00,117,0,0,Mobile,DE
3684,4893,1774,2020-07-10 00:18:00,169,1,1,Smart TV,CA
3685,4856,911,2023-03-29 22:51:00,49,0,1,Smart TV,DE
3686,2542,1844,2020-07-04 00:42:00,44,1,0,Tablet,JP
3687,1183,714,2020-04-04 10:38:00,180,0,0,Desktop,DE
3688,1666,218,2020-04-24 12:48:00,45,0,0,Desktop,DE
3689,4591,601,2021-07-30 02:35:00,124,1,1,Desktop,FR
3690,3539,1708,2023-10-10 17:39:00,111,1,0,Mobile,KR
3691,3843,1898,2022-05-25 20:34:00,117,1,0,Smart TV,ES
3692,4613,1961,2022-05-04 04:46:00,10,1,0,Tablet,UK
3693,1394,1574,2023-04-16 15:23:00,144,0,0,Mobile,DE
3694,476,1944,2020-07-10 22:57:00,84,1,0,Mobile,ES
3695,385,1480,2020-02-29 16:46:00,43,0,1,Tablet,US
3696,4853,1302,2021-01-01 06:03:00,104,1,0,Tablet,NL
3697,793,238,2022-09-07 13:35:00,46,0,0,Tablet,DE
3698,974,656,2020-11-07 16:32:00,11,1,1,Mobile,JP
3699,2540,1247,2022-05-03 00:52:00,98,0,0,Tablet,FR
3700,3432,1155,2020-02-19 11:53:00,16,0,0,Tablet,AU
3701,4808,1517,2021-11-15 21:05:00,126,1,1,Mobile,FR
3702,2124,258,2020-04-11 09:30:00,58,0,0,Mobile,NL
3703,4291,1698,2022-06-20 17:34:00,117,1,0,Tablet,IT
3704,1040,792,2021-04-04 05:10:00,138,1,0,Tablet,JP
3705,2422,237,2021-04-22 07:43:00,54,1,0,Tablet,NL
3706,4522,1336,2020-04-21 05:43:00,23,0,0,Mobile,FR
3707,1768,984,2022-09-03 00:01:00,41,0,0,Smart TV,AU
3708,1758,651,2023-01-16 04:12:00,89,1,1,Mobile,FR
3709,3577,357,2022-08-17 09:42:00,26,1,0,Tablet,JP
3710,3878,1838,2020-04-19 16:54:00,140,1,0,Smart TV,DE
3711,1371,1040,2022-03-16 01:16:00,29,0,1,Desktop,KR
3712,819,639,2021-04-05 10:53:00,76,0,0,Smart TV,KR
3713,2494,1198,2020-08-17 22:48:00,170,0,0,Smart TV,US
3714,2519,1689,2021-12-09 21:20:00,120,1,0,Tablet,DE
3715,3447,1283,2021-08-27 23:14:00,55,0,0,Smart TV,NL
3716,463,558,2020-02-02 06:57:00,16,0,0,Tablet,IT
3717,4486,1593,2020-06-15 16:07:00,97,0,0,Tablet,US
3718,1935,703,2020-01-07 13:08:00,159,1,0,Smart TV,UK
3719,2955,1948,2023-01-01 21:02:00,157,1,0,Tablet,ES
3720,517,1977,2023-03-12 20:54:00,69,0,0,Smart TV,UK
3721,3631,1915,2021-02-05 07:13:00,22,0,0,Smart TV,IT
3722,1677,1428,2022-12-22 12:47:00,95,1,1,Tablet,NL
3723,3302,1589,2023-02-03 10:55:00,173,0,0,Mobile,US
3724,1281,1826,2020-10-07 00:40:00,141,1,0,Mobile,KR
3725,3066,390,2023-01-19 22:19:00,131,1,1,Smart TV,AU
3726,3686,1217,2022-01-26 02:13:00,52,1,0,Tablet,CA
3727,3246,667,2020-06-04 17:12:00,179,0,0,Tablet,JP
3728,4868,204,2021-06-06 13:07:00,166,1,1,Smart TV,CA
3729,366,235,2021-06-27 01:46:00,121,1,0,Smart TV,US
3730,2250,38,2020-01-12 14:52:00,118,1,0,Mobile,IT
3731,3451,1293,2020-05-02 03:47:00,12,1,0,Smart TV,KR
3732,900,1750,2022-06-22 07:19:00,160,1,0,Desktop,UK
3733,1663,359,2020-07-14 11:23:00,61,1,0,Smart TV,DE
3734,3803,1769,2021-10-18 06:06:00,131,0,1,Tablet,US
3735,1076,1674,2023-01-23 12:06:00,52,1,1,Smart TV,CA
3736,2093,48,2023-08-05 21:03:00,13,0,0,Smart TV,IT
3737,2563,1176,2021-02-08 15:53:00,90,0,1,Mobile,KR
3738,4367,467,2021-12-04 01:40:00,16,0,0,Smart TV,US
3739,1191,1149,2022-08-26 23:17:00,8,1,0,Desktop,NL
3740,3048,1322,2022-09-26 22:33:00,71,1,1,Smart TV,JP
3741,1876,710,2020-06-15 20:35:00,177,0,0,Mobile,NL
3742,1312,1648,2022-06-07 09:11:00,33,0,0,Tablet,IT
3743,4796,286,2022-12-26 22:32:00,81,1,1,Mobile,AU
3744,3176,1479,2021-04-21 22:17:00,78,0,0,Desktop,KR
3745,3837,1332,2023-04-26 05:31:00,169,1,0,Desktop,IT
3746,1629,1265,2023-10-07 04:00:00,93,0,0,Tablet,UK
3747,660,1712,2022-01-21 23:41:00,124,1,0,Mobile,KR
3748,2057,1665,2021-12-28 22:12:00,64,1,0,Mobile,US
3749,2372,449,2021-05-27 19:17:00,147,1,0,Mobile,CA
3750,2963,1852,2023-03-07 17:58:00,135,1,0,Smart TV,NL
3751,3188,1058,2022-08-21 09:18:00,61,1,1,Smart TV,JP
3752,4035,1857,2021-02-26 03:16:00,166,0,0,Mobile,FR
3753,1170,1248,2020-02-13 07:01:00,17,1,0,Mobile,NL
3754,61,455,2023-05-28 02:04:00,34,1,0,Tablet,JP
3755,103,1007,2021-12-06 11:36:00,124,1,0,Desktop,IT
3756,1379,148,2022-05-02 06:16:00,134,0,1,Tablet,FR
3757,2359,480,2020-05-01 10:13:00,82,0,0,Tablet,IT
3758,3923,1992,2021-11-20 11:01:00,136,1,0,Smart TV,AU
3759,1878,1136,2020-10-24 16:40:00,141,0,0,Mobile,IT
3760,3229,165,2021-04-22 14:41:00,26,0,0,Tablet,NL
3761,4223,1097,2020-02-29 15:14:00,41,1,0,Desktop,NL
3762,1000,630,2022-02-18 07:22:00,92,1,1,Tablet,US
3763,1168,1094,2021-09-17 13:52:00,138,1,0,Desktop,FR
3764,1759,1559,2023-07-17 22:58:00,144,1,0,Desktop,US
3765,1452,108,2021-03-04 05:12:00,139,0,1,Smart TV,ES
3766,1270,1541,2020-09-16 15:03:00,84,0,1,Tablet,DE
3767,1959,1796,2020-10-14 15:44:00,79,0,0,Mobile,JP
3768,1311,778,2021-12-23 10:35:00,87,1,0,Smart TV,FR
3769,2149,752,2023-02-20 01:10:00,65,1,0,Smart TV,US
3770,989,60,2022-11-05 03:32:00,95,0,0,Tablet,NL
3771,4394,1495,2020-02-18 10:47:00,179,0,0,Mobile,IT
3772,2074,483,2023-09-12 16:33:00,50,1,1,Desktop,US
3773,1847,1000,2023-07-26 08:57:00,153,1,0,Mobile,ES
3774,4803,1174,2021-06-14 21:17:00,132,1,0,Mobile,IT
3775,4376,1777,2023-08-06 02:46:00,56,0,0,Smart TV,AU
3776,2427,1556,2020-03-19 13:09:00,23,1,0,Tablet,ES
3777,3352,195,2021-04-20 06:22:00,71,0,1,Desktop,US
3778,1550,1631,2021-05-21 15:03:00,48,1,0,Tablet,IT
3779,2639,711,2023-11-13 12:12:00,79,0,0,Mobile,UK
3780,2173,235,2023-08-17 11:29:00,121,1,0,Mobile,AU
3781,4574,116,2022-07-10 08:36:00,39,1,0,Smart TV,IT
3782,1545,1268,2022-05-28 13:23:00,39,1,1,Tablet,FR
3783,861,1309,2021-06-14 03:37:00,5,1,1,Smart TV,IT
3784,3669,570,2021-10-11 21:28:00,75,0,0,Tablet,UK
3785,3371,715,2023-04-05 20:48:00,159,1,0,Smart TV,CA
3786,3043,37,2022-09-26 13:55:00,53,1,0,Smart TV,DE
3787,3892,1704,2023-11-13 07:26:00,78,0,0,Smart TV,JP
3788,3062,1548,2021-04-17 15:07:00,51,1,1,Mobile,JP
3789,2393,808,2021-05-14 01:31:00,20,0,0,Mobile,KR
3790,4979,674,2022-12-22 06:51:00,10,0,1,Tablet,KR
3791,1407,1580,2023-01-09 12:13:00,43,1,0,Smart TV,AU
3792,543,102,2020-12-28 12:22:00,86,1,0,Desktop,US
3793,2305,978,2021-06-25 21:18:00,159,1,1,Smart TV,CA
3794,3243,806,2022-10-01 07:20:00,41,0,0,Mobile,KR
3795,3278,33,2022-12-01 07:19:00,16,1,0,Smart TV,UK
3796,4159,1213,2022-07-23 08:49:00,5,1,1,Smart TV,AU
3797,4794,417,2021-06-29 19:44:00,105,1,0,Tablet,AU
3798,3895,1649,2023-05-12 06:23:00,61,0,0,Tablet,ES
3799,3192,336,2020-08-03 23:20:00,79,1,1,Smart TV,FR
3800,3415,274,2022-04-27 14:54:00,25,1,0,Smart TV,CA
3801,3355,1505,2022-09-05 01:05:00,58,0,0,Desktop,NL
3802,536,1195,2020-07-07 13:24:00,117,1,1,Smart TV,JP
3803,1527,1623,2020-10-18 03:44:00,169,1,1,Desktop,UK
3804,3669,715,2023-04-22 08:51:00,22,1,0,Tablet,UK
3805,2174,997,2022-09-08 23:11:00,11,0,1,Tablet,UK
3806,2799,462,2021-04-03 14:46:00,104,1,0,Desktop,ES
3807,4901,208,2023-11-26 13:08:00,122,0,0,Desktop,KR
3808,1232,1623,2021-07-13 07:36:00,109,1,0,Mobile,FR
3809,3285,453,2020-03-20 01:29:00,155,0,0,Smart TV,DE
3810,1703,1452,2021-03-18 20:49:00,147,0,1,Mobile,JP
3811,3883,1025,2022-10-01 06:42:00,165,0,0,Tablet,AU
3812,3431,453,2023-06-28 05:04:00,32,0,0,Desktop,ES
3813,4540,1839,2020-07-30 23:24:00,41,0,1,Desktop,ES
3814,4699,1078,2022-09-04 14:14:00,89,1,0,Mobile,KR
3815,393,724,2023-11-05 20:39:00,123,1,0,Smart TV,JP
3816,2449,615,2022-04-23 16:21:00,5,1,1,Mobile,FR
3817,2410,919,2023-06-16 21:16:00,121,1,0,Smart TV,FR
3818,4796,480,2023-08-18 12:49:00,171,1,0,Mobile,AU
3819,3179,1752,2022-04-22 04:58:00,161,1,1,Mobile,DE
3820,4462,912,2023-03-20 04:36:00,105,1,0,Desktop,NL
3821,1904,1326,2022-05-24 23:47:00,130,1,0,Desktop,AU
3822,3504,473,2023-06-30 12:24:00,63,1,0,Tablet,ES
3823,1050,974,2021-05-03 12:00:00,9,0,0,Desktop,UK
3824,2960,754,2020-01-23 08:00:00,171,1,0,Tablet,DE
3825,936,1453,2021-02-04 16:14:00,133,1,0,Mobile,FR
3826,801,136,2022-07-29 10:58:00,43,1,0,Smart TV,UK
3827,37,1661,2023-08-08 15:38:00,8,1,0,Desktop,FR
3828,3960,1746,2023-08-06 18:42:00,133,1,0,Desktop,US
3829,1013,1878,2022-11-23 05:23:00,111,1,0,Mobile,JP
3830,3394,874,2021-06-18 01:56:00,48,1,1,Mobile,KR
3831,1075,1824,2023-02-22 00:09:00,48,1,1,Smart TV,UK
3832,2465,603,2022-03-05 13:05:00,110,1,1,Tablet,NL
3833,758,969,2023-12-02 11:35:00,115,1,0,Desktop,CA
3834,3353,376,2022-04-06 11:31:00,18,0,0,Tablet,AU
3835,1790,1116,2022-12-21 06:12:00,151,0,0,Smart TV,US
3836,1620,1985,2023-10-11 23:33:00,72,0,0,Mobile,ES
3837,4735,1458,2020-08-30 05:49:00,106,0,0,Mobile,CA
3838,3729,830,2021-06-05 18:35:00,98,1,1,Desktop,AU
3839,3641,1998,2021-08-30 05:28:00,58,1,0,Tablet,ES
3840,4653,1133,2021-06-20 01:43:00,179,0,0,Desktop,US
3841,212,1480,2021-10-21 09:29:00,44,0,0,Mobile,KR
3842,1093,888,2021-07-02 12:44:00,88,0,1,Smart TV,IT
3843,4811,1947,2022-04-25 14:45:00,157,0,0,Tablet,JP
3844,3862,227,2022-10-23 19:53:00,24,0,0,Desktop,KR
3845,3357,1108,2020-03-30 15:14:00,34,0,0,Mobile,FR
3846,236,1894,2020-06-11 14:36:00,125,0,0,Desktop,IT
3847,3291,785,2023-10-01 01:03:00,50,0,0,Smart TV,JP
3848,113,51,2023-08-20 07:44:00,115,0,0,Tablet,IT
3849,1072,445,2022-11-13 05:08:00,68,1,0,Tablet,US
3850,2618,371,2020-10-15 00:38:00,84,0,0,Mobile,JP
3851,1354,533,2021-11-19 20:45:00,107,0,0,Smart TV,DE
3852,890,303,2020-02-17 05:23:00,71,1,0,Mobile,NL
3853,4727,518,2020-08-04 02:56:00,53,1,1,Desktop,KR
3854,2731,535,2021-12-13 05:21:00,85,1,0,Mobile,ES
3855,3643,1591,2022-03-08 10:26:00,162,1,0,Smart TV,IT
3856,3456,621,2023-05-17 10:01:00,158,1,0,Smart TV,NL
3857,3340,303,2022-11-13 19:51:00,128,0,1,Tablet,AU
3858,4023,313,2020-05-01 23:42:00,54,1,0,Mobile,ES
3859,2350,1419,2021-02-06 00:25:00,30,0,0,Tablet,DE
3860,1937,1663,2020-12-29 16:32:00,98,1,0,Tablet,ES
3861,3710,81,2023-05-13 21:37:00,10,1,0,Desktop,DE
3862,4897,1179,2023-01-25 03:35:00,149,1,0,Smart TV,NL
3863,1828,1615,2022-08-25 02:03:00,71,1,0,Tablet,NL
3864,4740,121,2022-10-10 03:42:00,31,1,0,Smart TV,IT
3865,3459,520,2022-05-18 17:39:00,18,1,0,Desktop,IT
3866,4363,1842,2022-12-16 14:32:00,85,1,0,Mobile,US
3867,1552,1227,2020-07-24 04:41:00,122,0,0,Desktop,KR
3868,305,689,2021-01-26 21:34:00,132,1,1,Tablet,AU
3869,622,1473,2023-11-19 16:44:00,164,0,0,Tablet,KR
3870,1739,1496,2021-05-30 05:53:00,152,0,0,Desktop,ES
3871,441,471,2023-03-10 23:57:00,123,1,0,Desktop,ES
3872,1664,476,2022-11-18 00:55:00,12,0,0,Tablet,DE
3873,741,525,2023-09-29 06:10:00,172,1,1,Desktop,AU
3874,2560,1302,2021-09-08 03:50:00,7,0,0,Tablet,CA
3875,1093,1932,2021-02-24 04:59:00,8,0,0,Mobile,IT
3876,4519,793,2022-01-16 17:24:00,49,1,0,Smart TV,ES
3877,1829,532,2023-02-24 15:33:00,22,0,1,Smart TV,AU
3878,2445,1760,2020-12-08 02:04:00,77,1,0,Desktop,NL
3879,2316,813,2022-08-17 10:54:00,129,1,0,Smart TV,AU
3880,1385,1438,2021-10-10 02:45:00,165,1,0,Tablet,AU
3881,893,683,2022-05-09 02:29:00,53,1,0,Mobile,NL
3882,1455,574,2021-04-08 04:07:00,153,0,0,Desktop,ES
3883,4690,1957,2020-11-11 08:30:00,107,0,0,Mobile,AU
3884,3789,561,2020-04-09 07:20:00,167,0,1,Smart TV,CA
3885,307,81,2021-11-11 12:33:00,74,1,0,Mobile,JP
3886,3678,320,2022-09-29 06:17:00,19,0,0,Desktop,ES
3887,4629,1714,2022-10-01 10:16:00,34,1,0,Smart TV,UK
3888,1492,787,2021-02-01 22:45:00,6,0,0,Mobile,DE
3889,2621,1902,2020-04-22 17:41:00,153,0,0,Smart TV,UK
3890,1078,1257,2022-10-29 06:02:00,156,0,0,Smart TV,DE
3891,1185,155,2021-04-04 06:56:00,123,0,0,Mobile,ES
3892,2073,1368,2021-10-21 22:02:00,60,1,0,Desktop,KR
3893,132,1017,2020-12-02 19:19:00,54,1,0,Mobile,ES
3894,3361,286,2022-10-28 14:12:00,75,0,1,Tablet,DE
3895,1012,284,2023-03-20 11:52:00,34,0,1,Desktop,DE
3896,1196,1100,2021-11-18 10:34:00,103,1,0,Desktop,ES
3897,1983,245,2022-02-16 01:41:00,44,1,1,Desktop,DE
3898,4204,871,2021-02-05 23:45:00,80,1,0,Desktop,CA
3899,3435,1594,2022-01-10 23:25:00,29,0,0,Smart TV,AU
3900,4341,1721,2020-04-23 13:38:00,94,0,0,Tablet,AU
3901,1294,1809,2020-09-12 03:02:00,157,1,0,Tablet,UK
3902,1738,162,2022-03-25 03:21:00,102,0,0,Desktop,ES
3903,3867,1469,2023-02-07 21:21:00,162,0,0,Desktop,KR
3904,857,433,2021-07-03 02:07:00,38,1,0,Smart TV,AU
3905,4395,1403,2022-11-30 02:00:00,74,1,0,Smart TV,FR
3906,1741,1129,2023-07-13 21:20:00,165,1,0,Smart TV,KR
3907,2077,924,2023-06-23 12:20:00,96,0,0,Tablet,IT
3908,2912,89,2022-10-23 10:20:00,71,1,0,Tablet,ES
3909,4921,1054,2023-07-18 22:54:00,16,0,0,Desktop,NL
3910,4701,104,2021-09-18 07:37:00,145,1,0,Desktop,UK
3911,4220,1082,2023-01-10 19:37:00,152,1,1,Tablet,IT
3912,4463,1775,2021-09-15 08:54:00,5,1,0,Desktop,UK
3913,318,300,2022-03-05 18:48:00,13,1,0,Tablet,US
3914,4884,630,2020-04-09 11:43:00,169,1,0,Smart TV,NL
3915,863,1999,2023-03-04 16:36:00,163,0,1,Mobile,JP
3916,1535,1874,2020-01-02 15:29:00,132,0,1,Smart TV,FR
3917,419,1092,2022-10-27 02:21:00,63,0,0,Mobile,JP
3918,1334,1986,2023-04-02 07:13:00,56,0,0,Desktop,US
3919,3809,920,2020-05-04 11:09:00,149,1,0,Desktop,ES
3920,4738,280,2021-12-24 07:34:00,83,1,0,Mobile,KR
3921,1182,1919,2023-11-26 14:37:00,166,0,0,Mobile,KR
3922,1838,294,2022-02-04 07:58:00,68,0,0,Smart TV,AU
3923,2929,1066,2023-02-22 16:50:00,71,1,0,Mobile,CA
3924,2489,1553,2020-06-10 13:11:00,129,1,0,Tablet,US
3925,1453,281,2020-07-18 04:42:00,33,1,0,Mobile,US
3926,2672,617,2023-08-27 08:19:00,170,0,0,Tablet,AU
3927,127,299,2023-10-19 09:48:00,109,0,0,Mobile,NL
3928,150,1390,2023-11-16 02:24:00,141,1,0,Mobile,ES
3929,29,1014,2020-07-28 07:56:00,128,1,0,Desktop,KR
3930,4756,1733,2022-09-29 07:00:00,163,1,0,Tablet,IT
3931,781,1445,2021-09-13 20:50:00,105,1,1,Mobile,CA
3932,3661,390,2022-10-07 05:03:00,83,1,1,Mobile,IT
3933,1994,1301,2020-12-30 21:50:00,81,1,0,Mobile,IT
3934,2325,622,2020-02-11 03:10:00,24,0,0,Desktop,FR
3935,4553,702,2022-05-19 22:40:00,57,0,0,Tablet,UK
3936,1639,820,2020-05-22 08:21:00,98,0,1,Mobile,US
3937,695,321,2023-05-13 00:16:00,66,0,0,Mobile,AU
3938,1307,1084,2022-06-09 17:55:00,113,1,0,Desktop,UK
3939,3746,899,2021-12-08 12:18:00,107,1,0,Smart TV,CA
3940,3136,496,2021-02-26 04:02:00,150,0,0,Tablet,US
3941,4284,1524,2020-07-12 13:32:00,95,0,0,Smart TV,JP
3942,700,1811,2023-04-07 18:42:00,157,1,0,Mobile,UK
3943,4302,967,2020-03-09 02:48:00,82,1,0,Desktop,CA
3944,926,1901,2022-11-21 15:56:00,19,1,1,Smart TV,FR
3945,3903,1429,2021-04-12 19:08:00,73,1,0,Desktop,KR
3946,3782,1103,2021-04-18 02:19:00,104,0,1,Tablet,KR
3947,1292,684,2020-02-29 16:51:00,137,0,0,Smart TV,UK
3948,1948,290,2021-06-26 20:12:00,164,0,1,Desktop,CA
3949,4680,885,2023-07-07 23:19:00,176,1,0,Desktop,FR
3950,4020,437,2020-10-31 07:31:00,45,0,0,Tablet,UK
3951,4845,1461,2020-12-03 19:10:00,171,1,0,Mobile,US
3952,2024,473,2020-10-10 09:00:00,105,0,0,Mobile,AU
3953,4236,826,2023-11-04 19:41:00,78,0,0,Desktop,KR
3954,165,733,2022-03-22 18:52:00,43,0,0,Desktop,JP
3955,2067,1891,2022-01-29 00:59:00,98,0,0,Desktop,AU
3956,2938,1365,2022-12-08 05:24:00,26,0,1,Desktop,CA
3957,4776,195,2021-02-12 08:14:00,165,1,0,Mobile,NL
3958,1280,1567,2021-11-25 17:59:00,17,1,0,Smart TV,JP
3959,2622,1771,2022-03-13 05:05:00,158,1,0,Desktop,UK
3960,2214,974,2022-06-11 01:19:00,81,0,1,Mobile,DE
3961,2436,302,2021-06-29 03:18:00,42,0,0,Desktop,FR
3962,2582,769,2020-11-13 13:04:00,106,0,0,Mobile,FR
3963,2101,828,2021-08-31 07:01:00,11,1,0,Desktop,CA
3964,1313,626,2022-08-06 12:57:00,104,1,1,Mobile,IT
3965,2925,1588,2021-03-22 02:53:00,60,1,0,Desktop,CA
3966,4333,430,2022-08-04 09:30:00,101,0,0,Desktop,JP
3967,4942,1602,2021-04-04 15:30:00,128,0,0,Smart TV,ES
3968,2500,1581,2020-12-26 08:10:00,128,0,1,Tablet,US
3969,591,361,2023-01-08 21:31:00,168,1,0,Desktop,IT
3970,869,274,2022-10-30 04:27:00,32,1,0,Smart TV,JP
3971,2291,1710,2023-04-09 19:55:00,146,0,0,Desktop,IT
3972,3673,1248,2023-03-07 19:54:00,78,0,0,Mobile,AU
3973,4775,639,2023-11-20 01:26:00,146,0,0,Mobile,KR
3974,1455,1735,2022-07-27 11:25:00,28,1,0,Mobile,ES
3975,2411,1870,2020-03-16 17:27:00,125,1,0,Smart TV,FR
3976,1174,663,2022-12-03 12:32:00,73,0,0,Mobile,US
3977,248,776,2020-11-23 08:29:00,24,1,0,Desktop,ES
3978,2847,1876,2022-03-13 19:12:00,166,0,0,Desktop,JP
3979,2597,143,2021-01-08 00:21:00,72,0,0,Mobile,UK
3980,2907,1622,2020-09-20 16:01:00,128,1,0,Desktop,UK
3981,2453,952,2022-09-17 00:07:00,112,0,0,Desktop,UK
3982,1135,1883,2020-02-03 23:09:00,174,0,0,Smart TV,AU
3983,1582,779,2020-09-14 15:01:00,107,1,0,Tablet,IT
3984,2000,1380,2023-02-20 02:13:00,125,1,0,Tablet,IT
3985,3172,1413,2020-10-08 06:20:00,80,0,0,Smart TV,AU
3986,2994,1331,2020-05-18 05:37:00,9,0,0,Tablet,JP
3987,2945,1117,2023-03-04 13:14:00,146,0,1,Tablet,UK
3988,4941,1901,2022-01-15 04:18:00,17,1,0,Tablet,IT
3989,321,118,2021-07-22 10:50:00,27,1,1,Mobile,KR
3990,3270,1317,2022-02-19 13:00:00,100,1,0,Mobile,DE
3991,4741,647,2023-03-10 05:41:00,71,1,0,Smart TV,IT
3992,4745,1311,2023-08-30 16:05:00,91,0,0,Smart TV,CA
3993,1336,318,2022-02-06 15:03:00,48,1,1,Mobile,US
3994,880,844,2023-01-16 23:24:00,108,1,0,Mobile,IT
3995,1317,1676,2023-01-08 19:42:00,51,1,0,Mobile,ES
3996,2108,1259,2022-11-02 19:25:00,94,0,0,Desktop,KR
3997,4829,1356,2020-07-12 22:30:00,146,0,0,Mobile,US
3998,2997,529,2023-10-15 17:44:00,53,0,1,Desktop,NL
3999,711,1517,2020-05-21 10:15:00,147,0,0,Smart TV,NL
4000,1824,1943,2022-02-12 12:48:00,168,1,0,Tablet,UK
4001,2334,1209,2021-02-06 09:29:00,77,1,0,Smart TV,JP
4002,430,477,2021-08-26 20:09:00,115,1,0,Desktop,FR
4003,4484,1531,2021-07-03 10:51:00,106,0,1,Desktop,US
4004,529,224,2021-11-04 11:25:00,148,0,0,Mobile,NL
4005,3352,1885,2020-01-07 19:24:00,83,0,0,Mobile,US
4006,3032,899,2022-11-13 15:54:00,114,1,1,Desktop,DE
4007,225,1562,2020-06-04 15:59:00,144,1,0,Smart TV,DE
4008,3121,1748,2020-07-15 09:47:00,165,1,0,Desktop,KR
4009,1864,35,2022-07-15 09:58:00,143,1,0,Mobile,JP
4010,1225,935,2023-05-10 15:46:00,39,0,1,Desktop,JP
4011,1658,26,2020-08-17 18:57:00,162,0,0,Desktop,DE
4012,4790,625,2022-03-20 11:50:00,44,1,1,Mobile,FR
4013,3893,599,2022-01-31 20:25:00,85,1,0,Tablet,KR
4014,1601,1645,2023-02-06 13:35:00,80,1,0,Tablet,DE
4015,1855,1411,2023-02-15 00:42:00,105,0,1,Tablet,DE
4016,872,1691,2021-09-13 11:29:00,152,1,1,Tablet,IT
4017,2845,1941,2022-07-19 06:35:00,21,0,1,Tablet,KR
4018,3475,1469,2022-07-14 18:38:00,125,1,0,Smart TV,FR
4019,4337,165,2021-12-05 13:05:00,53,1,0,Mobile,DE
4020,1025,1618,2023-07-08 07:54:00,46,1,1,Desktop,IT
4021,3299,442,2023-05-03 02:25:00,166,0,0,Tablet,ES
4022,4934,1023,2021-02-26 18:28:00,105,1,0,Desktop,NL
4023,3141,751,2023-04-09 13:18:00,132,1,0,Mobile,AU
4024,4369,1619,2020-06-13 21:59:00,128,0,0,Tablet,DE
4025,1860,546,2020-03-20 18:27:00,32,0,0,Desktop,FR
4026,2820,233,2020-06-27 15:20:00,112,1,0,Smart TV,NL
4027,2320,1682,2021-07-26 01:26:00,17,0,0,Smart TV,UK
4028,966,72,2023-04-19 03:56:00,103,1,1,Smart TV,KR
4029,3550,1260,2022-04-30 19:26:00,127,1,0,Smart TV,CA
4030,3727,1615,2022-10-29 22:53:00,66,1,0,Smart TV,CA
4031,1435,1659,2020-12-30 12:59:00,58,1,0,Desktop,DE
4032,1634,134,2023-03-02 13:50:00,137,1,1,Smart TV,JP
4033,2496,397,2022-05-11 18:32:00,23,1,0,Smart TV,JP
4034,379,92,2022-05-31 15:35:00,162,1,1,Desktop,IT
4035,1294,865,2022-07-28 03:23:00,113,1,0,Mobile,UK
4036,2472,1484,2022-08-17 00:04:00,45,0,0,Smart TV,AU
4037,4809,1533,2021-06-07 21:22:00,79,0,0,Mobile,IT
4038,3129,565,2022-03-02 00:31:00,180,0,0,Mobile,NL
4039,2877,87,2020-01-03 13:40:00,178,1,0,Desktop,US
4040,2845,1871,2020-12-05 17:21:00,56,0,0,Mobile,KR
4041,259,534,2021-11-02 11:30:00,172,0,0,Desktop,DE
4042,4375,1767,2021-11-18 19:11:00,43,1,0,Smart TV,ES
4043,1033,1773,2020-04-17 00:49:00,103,0,0,Tablet,FR
4044,3919,1325,2022-07-14 09:41:00,34,0,0,Tablet,UK
4045,2230,278,2023-07-31 01:05:00,134,0,0,Mobile,NL
4046,1728,1884,2021-08-07 04:00:00,101,1,0,Desktop,US
4047,1418,139,2022-10-20 00:17:00,114,0,0,Desktop,NL
4048,4301,968,2023-08-07 00:42:00,176,1,0,Mobile,DE
4049,4006,1251,2022-03-05 04:07:00,25,0,0,Desktop,AU
4050,3961,223,2020-10-27 07:02:00,72,0,0,Desktop,DE
4051,2810,1040,2021-04-07 12:51:00,98,0,0,Mobile,FR
4052,787,833,2023-10-04 13:22:00,144,0,0,Mobile,ES
4053,1841,865,2022-04-14 22:10:00,47,0,0,Smart TV,JP
4054,316,1113,2022-02-09 02:43:00,12,0,0,Smart TV,IT
